Loadstar Sensors SensorVUE - Log File
Units for F184625692:,N
Units for Peak (F184625692):,N
Units for Low (F184625692):,N
Logging Interval:,0.01 sec
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),F184625692,Peak (F184625692),Low (F184625692),
2019-04-03 11:43:42.042,5.726,1.370,2.226,-0.002,,
2019-04-03 11:43:42.057,5.741,1.370,2.226,-0.002,,
2019-04-03 11:43:42.071,5.755,1.370,2.226,-0.002,,
2019-04-03 11:43:42.086,5.770,1.782,2.226,-0.002,,
2019-04-03 11:43:42.116,5.800,1.782,2.226,-0.002,,
2019-04-03 11:43:42.130,5.814,1.782,2.226,-0.002,,
2019-04-03 11:43:42.145,5.829,2.126,2.226,-0.002,,
2019-04-03 11:43:42.160,5.844,2.126,2.226,-0.002,,
2019-04-03 11:43:42.175,5.859,2.126,2.226,-0.002,,
2019-04-03 11:43:42.189,5.873,2.126,2.226,-0.002,,
2019-04-03 11:43:42.204,5.888,2.224,2.226,-0.002,,
2019-04-03 11:43:42.219,5.903,2.224,2.226,-0.002,,
2019-04-03 11:43:42.234,5.918,2.224,2.226,-0.002,,
2019-04-03 11:43:42.248,5.932,2.224,2.226,-0.002,,
2019-04-03 11:43:42.262,5.946,1.789,2.226,-0.002,,
2019-04-03 11:43:42.278,5.962,1.789,2.226,-0.002,,
2019-04-03 11:43:42.293,5.977,1.789,2.226,-0.002,,
2019-04-03 11:43:42.308,5.992,1.789,2.226,-0.002,,
2019-04-03 11:43:42.322,6.006,2.102,2.226,-0.002,,
2019-04-03 11:43:42.352,6.036,2.102,2.226,-0.002,,
2019-04-03 11:43:42.366,6.050,2.102,2.226,-0.002,,
2019-04-03 11:43:42.380,6.064,2.081,2.226,-0.002,,
2019-04-03 11:43:42.395,6.079,2.081,2.226,-0.002,,
2019-04-03 11:43:42.410,6.094,2.081,2.226,-0.002,,
2019-04-03 11:43:42.425,6.109,2.081,2.226,-0.002,,
2019-04-03 11:43:42.440,6.124,2.219,2.226,-0.002,,
2019-04-03 11:43:42.454,6.138,2.219,2.226,-0.002,,
2019-04-03 11:43:42.469,6.153,2.219,2.226,-0.002,,
2019-04-03 11:43:42.484,6.168,2.219,2.226,-0.002,,
2019-04-03 11:43:42.499,6.183,1.232,2.226,-0.002,,
2019-04-03 11:43:42.513,6.197,1.232,2.226,-0.002,,
2019-04-03 11:43:42.528,6.212,1.232,2.226,-0.002,,
2019-04-03 11:43:42.543,6.227,1.232,2.226,-0.002,,
2019-04-03 11:43:42.559,6.243,1.427,2.226,-0.002,,
2019-04-03 11:43:42.572,6.256,1.427,2.226,-0.002,,
2019-04-03 11:43:42.602,6.286,1.427,2.226,-0.002,,
2019-04-03 11:43:42.617,6.301,1.672,2.226,-0.002,,
2019-04-03 11:43:42.632,6.316,1.672,2.226,-0.002,,
2019-04-03 11:43:42.646,6.330,1.672,2.226,-0.002,,
2019-04-03 11:43:42.662,6.346,1.672,2.226,-0.002,,
2019-04-03 11:43:42.676,6.360,1.421,2.226,-0.002,,
2019-04-03 11:43:42.691,6.375,1.421,2.226,-0.002,,
2019-04-03 11:43:42.705,6.389,1.421,2.226,-0.002,,
2019-04-03 11:43:42.720,6.404,1.421,2.226,-0.002,,
2019-04-03 11:43:42.735,6.419,0.822,2.226,-0.002,,
2019-04-03 11:43:42.750,6.434,0.822,2.226,-0.002,,
2019-04-03 11:43:42.764,6.448,0.822,2.226,-0.002,,
2019-04-03 11:43:42.779,6.463,0.822,2.226,-0.002,,
2019-04-03 11:43:42.794,6.478,0.643,2.226,-0.002,,
2019-04-03 11:43:42.809,6.493,0.643,2.226,-0.002,,
2019-04-03 11:43:42.823,6.507,0.643,2.226,-0.002,,
2019-04-03 11:43:42.853,6.537,0.584,2.226,-0.002,,
2019-04-03 11:43:42.868,6.552,0.584,2.226,-0.002,,
2019-04-03 11:43:42.883,6.567,0.584,2.226,-0.002,,
2019-04-03 11:43:42.897,6.581,0.584,2.226,-0.002,,
2019-04-03 11:43:42.912,6.596,0.592,2.226,-0.002,,
2019-04-03 11:43:42.927,6.611,0.592,2.226,-0.002,,
2019-04-03 11:43:42.942,6.626,0.592,2.226,-0.002,,
2019-04-03 11:43:42.956,6.640,0.592,2.226,-0.002,,
2019-04-03 11:43:42.971,6.655,0.596,2.226,-0.002,,
2019-04-03 11:43:42.986,6.670,0.596,2.226,-0.002,,
2019-04-03 11:43:43.001,6.685,0.596,2.226,-0.002,,
2019-04-03 11:43:43.015,6.699,0.596,2.226,-0.002,,
2019-04-03 11:43:43.030,6.714,0.623,2.226,-0.002,,
2019-04-03 11:43:43.045,6.729,0.623,2.226,-0.002,,
2019-04-03 11:43:43.060,6.744,0.623,2.226,-0.002,,
2019-04-03 11:43:43.074,6.758,0.623,2.226,-0.002,,
2019-04-03 11:43:43.104,6.788,0.699,2.226,-0.002,,
2019-04-03 11:43:43.119,6.803,0.699,2.226,-0.002,,
2019-04-03 11:43:43.134,6.818,0.699,2.226,-0.002,,
2019-04-03 11:43:43.148,6.832,0.793,2.226,-0.002,,
2019-04-03 11:43:43.163,6.847,0.793,2.226,-0.002,,
2019-04-03 11:43:43.178,6.862,0.793,2.226,-0.002,,
2019-04-03 11:43:43.193,6.877,0.793,2.226,-0.002,,
2019-04-03 11:43:43.207,6.891,0.835,2.226,-0.002,,
2019-04-03 11:43:43.222,6.906,0.835,2.226,-0.002,,
2019-04-03 11:43:43.237,6.921,0.835,2.226,-0.002,,
2019-04-03 11:43:43.252,6.936,0.835,2.226,-0.002,,
2019-04-03 11:43:43.266,6.950,0.558,2.226,-0.002,,
2019-04-03 11:43:43.281,6.965,0.558,2.226,-0.002,,
2019-04-03 11:43:43.296,6.980,0.558,2.226,-0.002,,
2019-04-03 11:43:43.311,6.995,0.558,2.226,-0.002,,
2019-04-03 11:43:43.326,7.010,0.378,2.226,-0.002,,
2019-04-03 11:43:43.355,7.039,0.378,2.226,-0.002,,
2019-04-03 11:43:43.370,7.054,0.378,2.226,-0.002,,
2019-04-03 11:43:43.385,7.069,0.329,2.226,-0.002,,
2019-04-03 11:43:43.399,7.083,0.329,2.226,-0.002,,
2019-04-03 11:43:43.414,7.098,0.329,2.226,-0.002,,
2019-04-03 11:43:43.429,7.113,0.329,2.226,-0.002,,
2019-04-03 11:43:43.444,7.128,0.320,2.226,-0.002,,
2019-04-03 11:43:43.458,7.142,0.320,2.226,-0.002,,
2019-04-03 11:43:43.473,7.157,0.320,2.226,-0.002,,
2019-04-03 11:43:43.488,7.172,0.320,2.226,-0.002,,
2019-04-03 11:43:43.503,7.187,0.319,2.226,-0.002,,
2019-04-03 11:43:43.516,7.200,0.319,2.226,-0.002,,
2019-04-03 11:43:43.532,7.216,0.319,2.226,-0.002,,
2019-04-03 11:43:43.547,7.231,0.319,2.226,-0.002,,
2019-04-03 11:43:43.562,7.246,0.316,2.226,-0.002,,
2019-04-03 11:43:43.576,7.260,0.316,2.226,-0.002,,
2019-04-03 11:43:43.605,7.289,0.316,2.226,-0.002,,
2019-04-03 11:43:43.620,7.304,0.298,2.226,-0.002,,
2019-04-03 11:43:43.635,7.319,0.298,2.226,-0.002,,
2019-04-03 11:43:43.649,7.333,0.298,2.226,-0.002,,
2019-04-03 11:43:43.664,7.348,0.298,2.226,-0.002,,
2019-04-03 11:43:43.679,7.363,0.310,2.226,-0.002,,
2019-04-03 11:43:43.694,7.378,0.310,2.226,-0.002,,
2019-04-03 11:43:43.708,7.392,0.310,2.226,-0.002,,
2019-04-03 11:43:43.723,7.407,0.310,2.226,-0.002,,
2019-04-03 11:43:43.738,7.422,0.302,2.226,-0.002,,
2019-04-03 11:43:43.753,7.437,0.302,2.226,-0.002,,
2019-04-03 11:43:43.768,7.452,0.302,2.226,-0.002,,
2019-04-03 11:43:43.782,7.466,0.302,2.226,-0.002,,
2019-04-03 11:43:43.797,7.481,0.301,2.226,-0.002,,
2019-04-03 11:43:43.812,7.496,0.301,2.226,-0.002,,
2019-04-03 11:43:43.827,7.511,0.301,2.226,-0.002,,
2019-04-03 11:43:43.856,7.540,0.294,2.226,-0.002,,
2019-04-03 11:43:43.871,7.555,0.294,2.226,-0.002,,
2019-04-03 11:43:43.886,7.570,0.294,2.226,-0.002,,
2019-04-03 11:43:43.900,7.584,0.294,2.226,-0.002,,
2019-04-03 11:43:43.915,7.599,0.289,2.226,-0.002,,
2019-04-03 11:43:43.930,7.614,0.289,2.226,-0.002,,
2019-04-03 11:43:43.945,7.629,0.289,2.226,-0.002,,
2019-04-03 11:43:43.960,7.644,0.289,2.226,-0.002,,
2019-04-03 11:43:43.974,7.658,0.277,2.226,-0.002,,
2019-04-03 11:43:43.989,7.673,0.277,2.226,-0.002,,
2019-04-03 11:43:44.004,7.688,0.277,2.226,-0.002,,
2019-04-03 11:43:44.019,7.703,0.277,2.226,-0.002,,
2019-04-03 11:43:44.033,7.717,0.269,2.226,-0.002,,
2019-04-03 11:43:44.048,7.732,0.269,2.226,-0.002,,
2019-04-03 11:43:44.063,7.747,0.269,2.226,-0.002,,
2019-04-03 11:43:44.078,7.762,0.269,2.226,-0.002,,
2019-04-03 11:43:44.107,7.791,0.267,2.226,-0.002,,
2019-04-03 11:43:44.122,7.806,0.267,2.226,-0.002,,
2019-04-03 11:43:44.137,7.821,0.267,2.226,-0.002,,
2019-04-03 11:43:44.151,7.835,0.261,2.226,-0.002,,
2019-04-03 11:43:44.166,7.850,0.261,2.226,-0.002,,
2019-04-03 11:43:44.181,7.865,0.261,2.226,-0.002,,
2019-04-03 11:43:44.196,7.880,0.261,2.226,-0.002,,
2019-04-03 11:43:44.211,7.895,0.259,2.226,-0.002,,
2019-04-03 11:43:44.225,7.909,0.259,2.226,-0.002,,
2019-04-03 11:43:44.240,7.924,0.259,2.226,-0.002,,
2019-04-03 11:43:44.255,7.939,0.259,2.226,-0.002,,
2019-04-03 11:43:44.270,7.954,0.258,2.226,-0.002,,
2019-04-03 11:43:44.284,7.968,0.258,2.226,-0.002,,
2019-04-03 11:43:44.299,7.983,0.258,2.226,-0.002,,
2019-04-03 11:43:44.314,7.998,0.258,2.226,-0.002,,
2019-04-03 11:43:44.329,8.013,0.256,2.226,-0.002,,
2019-04-03 11:43:44.358,8.042,0.256,2.226,-0.002,,
2019-04-03 11:43:44.373,8.057,0.256,2.226,-0.002,,
2019-04-03 11:43:44.388,8.072,0.254,2.226,-0.002,,
2019-04-03 11:43:44.402,8.086,0.254,2.226,-0.002,,
2019-04-03 11:43:44.417,8.101,0.254,2.226,-0.002,,
2019-04-03 11:43:44.432,8.116,0.254,2.226,-0.002,,
2019-04-03 11:43:44.447,8.131,0.253,2.226,-0.002,,
2019-04-03 11:43:44.462,8.146,0.253,2.226,-0.002,,
2019-04-03 11:43:44.476,8.160,0.253,2.226,-0.002,,
2019-04-03 11:43:44.491,8.175,0.253,2.226,-0.002,,
2019-04-03 11:43:44.506,8.190,0.252,2.226,-0.002,,
2019-04-03 11:43:44.521,8.205,0.252,2.226,-0.002,,
2019-04-03 11:43:44.535,8.219,0.252,2.226,-0.002,,
2019-04-03 11:43:44.550,8.234,0.252,2.226,-0.002,,
2019-04-03 11:43:44.565,8.249,0.251,2.226,-0.002,,
2019-04-03 11:43:44.580,8.264,0.251,2.226,-0.002,,
2019-04-03 11:43:44.594,8.278,0.251,2.226,-0.002,,
2019-04-03 11:43:44.609,8.293,0.251,2.226,-0.002,,
2019-04-03 11:43:44.624,8.308,0.250,2.226,-0.002,,
2019-04-03 11:43:44.639,8.323,0.250,2.226,-0.002,,
2019-04-03 11:43:44.654,8.338,0.250,2.226,-0.002,,
2019-04-03 11:43:44.668,8.352,0.250,2.226,-0.002,,
2019-04-03 11:43:44.682,8.366,0.250,2.226,-0.002,,
2019-04-03 11:43:44.697,8.381,0.250,2.226,-0.002,,
2019-04-03 11:43:44.713,8.397,0.250,2.226,-0.002,,
2019-04-03 11:43:44.726,8.410,0.250,2.226,-0.002,,
2019-04-03 11:43:44.742,8.426,0.248,2.226,-0.002,,
2019-04-03 11:43:44.757,8.441,0.248,2.226,-0.002,,
2019-04-03 11:43:44.771,8.455,0.248,2.226,-0.002,,
2019-04-03 11:43:44.785,8.469,0.248,2.226,-0.002,,
2019-04-03 11:43:44.800,8.484,0.247,2.226,-0.002,,
2019-04-03 11:43:44.815,8.499,0.247,2.226,-0.002,,
2019-04-03 11:43:44.830,8.514,0.247,2.226,-0.002,,
2019-04-03 11:43:44.860,8.544,0.247,2.226,-0.002,,
2019-04-03 11:43:44.874,8.558,0.247,2.226,-0.002,,
2019-04-03 11:43:44.889,8.573,0.247,2.226,-0.002,,
2019-04-03 11:43:44.904,8.588,0.247,2.226,-0.002,,
2019-04-03 11:43:44.918,8.602,0.246,2.226,-0.002,,
2019-04-03 11:43:44.933,8.617,0.246,2.226,-0.002,,
2019-04-03 11:43:44.948,8.632,0.246,2.226,-0.002,,
2019-04-03 11:43:44.963,8.647,0.246,2.226,-0.002,,
2019-04-03 11:43:44.977,8.661,0.245,2.226,-0.002,,
2019-04-03 11:43:44.992,8.676,0.245,2.226,-0.002,,
2019-04-03 11:43:45.007,8.691,0.245,2.226,-0.002,,
2019-04-03 11:43:45.022,8.706,0.245,2.226,-0.002,,
2019-04-03 11:43:45.037,8.721,0.245,2.226,-0.002,,
2019-04-03 11:43:45.051,8.735,0.245,2.226,-0.002,,
2019-04-03 11:43:45.066,8.750,0.245,2.226,-0.002,,
2019-04-03 11:43:45.081,8.765,0.245,2.226,-0.002,,
2019-04-03 11:43:45.096,8.780,0.243,2.226,-0.002,,
2019-04-03 11:43:45.110,8.794,0.243,2.226,-0.002,,
2019-04-03 11:43:45.125,8.809,0.243,2.226,-0.002,,
2019-04-03 11:43:45.140,8.824,0.243,2.226,-0.002,,
2019-04-03 11:43:45.155,8.839,0.242,2.226,-0.002,,
2019-04-03 11:43:45.169,8.853,0.242,2.226,-0.002,,
2019-04-03 11:43:45.184,8.868,0.242,2.226,-0.002,,
2019-04-03 11:43:45.199,8.883,0.242,2.226,-0.002,,
2019-04-03 11:43:45.214,8.898,0.242,2.226,-0.002,,
2019-04-03 11:43:45.228,8.912,0.242,2.226,-0.002,,
2019-04-03 11:43:45.243,8.927,0.242,2.226,-0.002,,
2019-04-03 11:43:45.258,8.942,0.242,2.226,-0.002,,
2019-04-03 11:43:45.273,8.957,0.242,2.226,-0.002,,
2019-04-03 11:43:45.288,8.972,0.242,2.226,-0.002,,
2019-04-03 11:43:45.302,8.986,0.242,2.226,-0.002,,
2019-04-03 11:43:45.317,9.001,0.242,2.226,-0.002,,
2019-04-03 11:43:45.332,9.016,0.241,2.226,-0.002,,
2019-04-03 11:43:45.361,9.045,0.241,2.226,-0.002,,
2019-04-03 11:43:45.376,9.060,0.241,2.226,-0.002,,
2019-04-03 11:43:45.391,9.075,0.240,2.226,-0.002,,
2019-04-03 11:43:45.406,9.090,0.240,2.226,-0.002,,
2019-04-03 11:43:45.420,9.104,0.240,2.226,-0.002,,
2019-04-03 11:43:45.435,9.119,0.240,2.226,-0.002,,
2019-04-03 11:43:45.450,9.134,0.240,2.226,-0.002,,
2019-04-03 11:43:45.465,9.149,0.240,2.226,-0.002,,
2019-04-03 11:43:45.479,9.163,0.240,2.226,-0.002,,
2019-04-03 11:43:45.494,9.178,0.240,2.226,-0.002,,
2019-04-03 11:43:45.509,9.193,0.240,2.226,-0.002,,
2019-04-03 11:43:45.524,9.208,0.240,2.226,-0.002,,
2019-04-03 11:43:45.539,9.223,0.240,2.226,-0.002,,
2019-04-03 11:43:45.553,9.237,0.240,2.226,-0.002,,
2019-04-03 11:43:45.568,9.252,0.239,2.226,-0.002,,
2019-04-03 11:43:45.584,9.268,0.239,2.226,-0.002,,
2019-04-03 11:43:45.612,9.296,0.239,2.226,-0.002,,
2019-04-03 11:43:45.627,9.311,0.238,2.226,-0.002,,
2019-04-03 11:43:45.642,9.326,0.238,2.226,-0.002,,
2019-04-03 11:43:45.657,9.341,0.238,2.226,-0.002,,
2019-04-03 11:43:45.671,9.355,0.238,2.226,-0.002,,
2019-04-03 11:43:45.686,9.370,0.238,2.226,-0.002,,
2019-04-03 11:43:45.701,9.385,0.238,2.226,-0.002,,
2019-04-03 11:43:45.716,9.400,0.238,2.226,-0.002,,
2019-04-03 11:43:45.731,9.415,0.238,2.226,-0.002,,
2019-04-03 11:43:45.745,9.429,0.238,2.226,-0.002,,
2019-04-03 11:43:45.760,9.444,0.238,2.226,-0.002,,
2019-04-03 11:43:45.775,9.459,0.238,2.226,-0.002,,
2019-04-03 11:43:45.790,9.474,0.238,2.226,-0.002,,
2019-04-03 11:43:45.804,9.488,0.238,2.226,-0.002,,
2019-04-03 11:43:45.818,9.502,0.238,2.226,-0.002,,
2019-04-03 11:43:45.833,9.517,0.238,2.226,-0.002,,
2019-04-03 11:43:45.863,9.547,0.237,2.226,-0.002,,
2019-04-03 11:43:45.877,9.561,0.237,2.226,-0.002,,
2019-04-03 11:43:45.892,9.576,0.237,2.226,-0.002,,
2019-04-03 11:43:45.907,9.591,0.237,2.226,-0.002,,
2019-04-03 11:43:45.922,9.606,0.236,2.226,-0.002,,
2019-04-03 11:43:45.936,9.620,0.236,2.226,-0.002,,
2019-04-03 11:43:45.951,9.635,0.236,2.226,-0.002,,
2019-04-03 11:43:45.966,9.650,0.236,2.226,-0.002,,
2019-04-03 11:43:45.981,9.665,0.236,2.226,-0.002,,
2019-04-03 11:43:45.995,9.679,0.236,2.226,-0.002,,
2019-04-03 11:43:46.010,9.694,0.236,2.226,-0.002,,
2019-04-03 11:43:46.025,9.709,0.236,2.226,-0.002,,
2019-04-03 11:43:46.040,9.724,0.237,2.226,-0.002,,
2019-04-03 11:43:46.055,9.739,0.237,2.226,-0.002,,
2019-04-03 11:43:46.069,9.753,0.237,2.226,-0.002,,
2019-04-03 11:43:46.084,9.768,0.237,2.226,-0.002,,
2019-04-03 11:43:46.099,9.783,0.236,2.226,-0.002,,
2019-04-03 11:43:46.114,9.798,0.236,2.226,-0.002,,
2019-04-03 11:43:46.129,9.813,0.236,2.226,-0.002,,
2019-04-03 11:43:46.143,9.827,0.236,2.226,-0.002,,
2019-04-03 11:43:46.159,9.843,0.235,2.226,-0.002,,
2019-04-03 11:43:46.173,9.857,0.235,2.226,-0.002,,
2019-04-03 11:43:46.187,9.871,0.235,2.226,-0.002,,
2019-04-03 11:43:46.202,9.886,0.235,2.226,-0.002,,
2019-04-03 11:43:46.217,9.901,0.234,2.226,-0.002,,
2019-04-03 11:43:46.232,9.916,0.234,2.226,-0.002,,
2019-04-03 11:43:46.246,9.930,0.234,2.226,-0.002,,
2019-04-03 11:43:46.261,9.945,0.234,2.226,-0.002,,
2019-04-03 11:43:46.276,9.960,0.234,2.226,-0.002,,
2019-04-03 11:43:46.291,9.975,0.234,2.226,-0.002,,
2019-04-03 11:43:46.306,9.990,0.234,2.226,-0.002,,
2019-04-03 11:43:46.320,10.004,0.234,2.226,-0.002,,
2019-04-03 11:43:46.335,10.019,0.234,2.226,-0.002,,
2019-04-03 11:43:46.365,10.049,0.234,2.226,-0.002,,
2019-04-03 11:43:46.379,10.063,0.234,2.226,-0.002,,
2019-04-03 11:43:46.394,10.078,0.234,2.226,-0.002,,
2019-04-03 11:43:46.409,10.093,0.234,2.226,-0.002,,
2019-04-03 11:43:46.424,10.108,0.234,2.226,-0.002,,
2019-04-03 11:43:46.438,10.122,0.234,2.226,-0.002,,
2019-04-03 11:43:46.453,10.137,0.233,2.226,-0.002,,
2019-04-03 11:43:46.468,10.152,0.233,2.226,-0.002,,
2019-04-03 11:43:46.483,10.167,0.233,2.226,-0.002,,
2019-04-03 11:43:46.498,10.182,0.233,2.226,-0.002,,
2019-04-03 11:43:46.512,10.196,0.232,2.226,-0.002,,
2019-04-03 11:43:46.527,10.211,0.232,2.226,-0.002,,
2019-04-03 11:43:46.542,10.226,0.232,2.226,-0.002,,
2019-04-03 11:43:46.557,10.241,0.232,2.226,-0.002,,
2019-04-03 11:43:46.571,10.255,0.233,2.226,-0.002,,
2019-04-03 11:43:46.616,10.300,0.233,2.226,-0.002,,
2019-04-03 11:43:46.630,10.314,0.232,2.226,-0.002,,
2019-04-03 11:43:46.645,10.329,0.232,2.226,-0.002,,
2019-04-03 11:43:46.660,10.344,0.232,2.226,-0.002,,
2019-04-03 11:43:46.675,10.359,0.232,2.226,-0.002,,
2019-04-03 11:43:46.690,10.374,0.230,2.226,-0.002,,
2019-04-03 11:43:46.704,10.388,0.230,2.226,-0.002,,
2019-04-03 11:43:46.719,10.403,0.230,2.226,-0.002,,
2019-04-03 11:43:46.734,10.418,0.230,2.226,-0.002,,
2019-04-03 11:43:46.749,10.433,0.232,2.226,-0.002,,
2019-04-03 11:43:46.763,10.447,0.232,2.226,-0.002,,
2019-04-03 11:43:46.778,10.462,0.232,2.226,-0.002,,
2019-04-03 11:43:46.793,10.477,0.232,2.226,-0.002,,
2019-04-03 11:43:46.808,10.492,0.230,2.226,-0.002,,
2019-04-03 11:43:46.822,10.506,0.230,2.226,-0.002,,
2019-04-03 11:43:46.867,10.551,0.230,2.226,-0.002,,
2019-04-03 11:43:46.881,10.565,0.230,2.226,-0.002,,
2019-04-03 11:43:46.896,10.580,0.230,2.226,-0.002,,
2019-04-03 11:43:46.911,10.595,0.230,2.226,-0.002,,
2019-04-03 11:43:46.925,10.609,0.231,2.226,-0.002,,
2019-04-03 11:43:46.941,10.625,0.231,2.226,-0.002,,
2019-04-03 11:43:46.955,10.639,0.231,2.226,-0.002,,
2019-04-03 11:43:46.970,10.654,0.231,2.226,-0.002,,
2019-04-03 11:43:46.984,10.668,0.231,2.226,-0.002,,
2019-04-03 11:43:46.999,10.683,0.231,2.226,-0.002,,
2019-04-03 11:43:47.013,10.697,0.231,2.226,-0.002,,
2019-04-03 11:43:47.028,10.712,0.231,2.226,-0.002,,
2019-04-03 11:43:47.044,10.728,0.230,2.226,-0.002,,
2019-04-03 11:43:47.058,10.742,0.230,2.226,-0.002,,
2019-04-03 11:43:47.072,10.756,0.230,2.226,-0.002,,
2019-04-03 11:43:47.102,10.786,0.230,2.226,-0.002,,
2019-04-03 11:43:47.117,10.801,0.230,2.226,-0.002,,
2019-04-03 11:43:47.133,10.817,0.230,2.226,-0.002,,
2019-04-03 11:43:47.146,10.830,0.230,2.226,-0.002,,
2019-04-03 11:43:47.162,10.846,0.229,2.226,-0.002,,
2019-04-03 11:43:47.176,10.860,0.229,2.226,-0.002,,
2019-04-03 11:43:47.191,10.875,0.229,2.226,-0.002,,
2019-04-03 11:43:47.205,10.889,0.229,2.226,-0.002,,
